#Id	Organism	TaxonID	Full Taxonomy	Banfield_tree_name	CDS_GC	CDS_GC_nostartstop	Ribo_prot_GC_nostartstop	CDS_number	Intragenic_GC	Gene_density	Coding_density	Genome_length	Intragenic_length	CDS_length	tRNA_number	All_NC_wright	All_NC_novembre	All_NC_info	Ribo_NC_wright	Ribo_NC_novembre	Ribo_NC_info	Ribo_prot_number	Information_content_all(-20_-4)	Information_content_ribo(-20_-4)	Information_content_all_mean_random(-20_-4)	Information_content_ribo_mean_random(-20_-4)	Mean_binding_all	Mean_binding_ribo	Mean_binding_all_mean_random	Mean_binding_ribo_mean_random	Location_of_best_binding_all	Location_of_best_binding_ribo	ATG_start_percent	16s_copies	23s_copies	CDS_with_SD_utr_motif	Expected_CDS_with_SD_utr_motif	CDS_with_SD_utr_binding	Expected_CDS_with_SD_utr_binding	RP_information_percentile	RP_information_zscore	aSD_binding_score_ribosome	aSD_binding_score_all	Internal_SD_seqs	Mean_folding_init	Mean_folding_internal	Mean_folding_diff	Mean_folding_init_ribo	Mean_folding_internal_ribo	Mean_folding_diff_ribo
GCA_000014145	Cytophaga hutchinsonii ATCC 33406	269798	Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Cytophaga.	Bacteria_Bacteroidetes_Chlorobi_group_Bacteroidetes_Cytophagia_Cytophagales_Cytophagaceae_Cytophaga_hutchinsonii_ATCC_33406	0.3963004628039333	0.39729527208761134	0.3837393947643029	3662.0	0.3238480099631571	0.8959069912645847	0.8884780761965687	4433218.0	461467.0	3938817.0	37.0	50.81579763682387	53.16314024665217	58.57686450428085	41.95316863779298	44.956090374165925	55.88986566802529	51.0	2.912554693229853	5.334671463809618	2.4620980426687953	3.951475931416715	-0.6704834744605332	-1.1415686274509809	-0.5893805408358349	-0.711800392156863	0.0	15.0	0.909612233752048	3.0	3.0	262.0	277.042	134.0	141.696	99.99	3.8954948797280746	1.9986008638807589	2.3845762427852035	415.0	-4.662472002185195	-9.122152417372302	4.4596804151871074	-4.649215686274509	-8.976470588235294	4.327254901960784
GCA_000013085	Rhodospirillum rubrum ATCC 11170	269796	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Rhodospirillum.	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodospirillales_Rhodospirillaceae_Rhodospirillum_rubrum_S1_ATCC_11170	0.6609729334403834	0.6630904605637529	0.6353889662741126	3787.0	0.5933595026824082	0.8882038676032232	0.883318075043219	4352825.0	486629.0	3844929.0	54.0	37.330105195589766	45.764147218250066	55.25150601403168	35.366948039621406	43.15947491137427	54.02751779893549	55.0	1.5942904720362776	3.2630473410973293	0.7093478106754716	1.3062933164406998	-4.911505149194597	-5.598909090909094	-2.063789569580152	-2.3527643636363638	16.0	16.0	0.8558225508317929	4.0	4.0	2685.0	914.416	2751.0	1081.002	99.77000000000001	3.1023646333388446	2.6002785626044007	3.3355373506757835	1119.0	-13.93166270155961	-20.21337562780862	6.281712926249008	-12.838888888888889	-18.190740740740743	5.351851851851853
GCA_000018865	Chloroflexus aurantiacus J-10-fl	324602	Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexineae; Chloroflexaceae; Chloroflexus.	Bacteria_Chloroflexi_Chloroflexi_Chloroflexales_Chloroflexaceae_Chloroflexus_aurantiacus_J_10_fl	0.5712911094408123	0.5727796101492943	0.5663285600636436	3853.0	0.552003753700294	0.8197810000910899	0.8045539627816918	5258541.0	947689.0	4230780.0	48.0	51.02241653881075	53.218667716350275	58.23346618177209	47.82955011565403	49.26897412053157	56.63347338655219	53.0	1.5058760559743471	4.038921448841165	0.18599310845991965	1.2366601917012445	-4.9791383337658965	-6.904339622641511	-1.9326186919283752	-2.34408037735849	17.0	16.0	0.8915131066701272	3.0	3.0	2667.0	1047.984	2553.0	991.984	100.0	5.478726748585665	2.4995550994213067	2.779306010281708	411.0	-11.087138773388773	-15.669797297297297	4.582658523908524	-11.559615384615388	-15.603846153846153	4.044230769230769
GCA_000191905	Clostridium acetobutylicum EA 2018	863638	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium.	Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_acetobutylicum_EA_2018	0.3148838384240333	0.3153801898865066	0.3352918696856788	3705.0	0.23344285082454033	0.8797732619669411	0.8610053220243489	3940230.0	473721.0	3392559.0	74.0	39.550026764559966	53.34708614750423	59.44675285760236	36.20408689028418	47.427200295524614	57.30119330383518	57.0	5.711313979072836	8.180954668882645	3.515242930145712	3.525059555690276	-6.738080971659905	-9.677719298245616	-1.5367157678812469	-1.9887768421052634	16.0	15.0	0.8024291497975709	11.0	11.0	3160.0	1016.93	3263.0	684.376	99.99	3.7083328987151183	2.4807107463422646	2.8836142333484807	871.0	-4.855521088435374	-6.7580027210884355	1.902481632653061	-5.546296296296298	-7.7814814814814826	2.235185185185185
GCA_000195795	Listeria innocua Clip11262	272626	Bacteria; Firmicutes; Bacilli; Bacillales; Listeriaceae; Listeria.	Bacteria_Firmicutes_Bacilli_Bacillales_Listeriaceae_Listeria_innocua_sv._6a_Clip11262	0.37821287531280745	0.37920471660990274	0.4040208419790658	2980.0	0.30622223987021163	0.9044337023546696	0.8870101301537456	3011208.0	287770.0	2670972.0	66.0	48.0390128397534	53.36479946327658	59.135008397935124	39.65611241474754	41.23871004609442	53.01894384075699	58.0	5.2293534621437505	6.830837915494008	2.437406315892148	2.6051540015696166	-6.988607382550303	-9.690000000000001	-1.8536207315436273	-1.9752448275862071	15.0	15.0	0.8318791946308725	6.0	6.0	2685.0	1023.088	2738.0	750.708	97.77	2.081809536138906	1.775388770276367	2.403527583434022	253.0	-5.49314266487214	-7.930777254374159	2.437634589502019	-6.8500000000000005	-9.453703703703704	2.6037037037037036
GCA_000012405	Thermobifida fusca YX	269800	Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Thermobifida.	Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptosporangineae_Nocardiopsaceae_Thermobifida_fusca_YX	0.6822806519468919	0.684217066817928	0.6546742603139325	3017.0	0.6336121005854554	0.8366715180648001	0.8268503883177674	3642249.0	594883.0	3011595.0	51.0	36.305900797232084	49.5744729577579	58.821617770499344	34.568905651235866	44.4548933794137	56.53400525919476	50.0	1.7525964973676444	3.423619074936337	1.0010345551676063	1.83152408536366	-4.700795492210799	-5.7254000000000005	-2.3063504209479677	-2.4352276	17.0	16.0	0.633742127941664	4.0	4.0	2059.0	896.002	2057.0	1019.944	99.14	2.6346456223776284	3.4610162906568434	3.7129226930159676	1161.0	-15.21760026516407	-19.847099767981437	4.629499502817368	-14.29	-19.065999999999995	4.776
GCA_000091665	Methanocaldococcus jannaschii DSM 2661	243232	Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus.	Archaea_Euryarchaeota_Methanococci_Methanococcales_Methanocaldococcaceae_Methanocaldococcus_jannaschii_DSM_2661	0.3193709075668359	0.3200278726163308	0.36130649203654297	1714.0	0.26087502058549056	0.8852501846880124	0.8741526874358096	1664970.0	191055.0	1455438.0	36.0	38.629107304622075	51.99201855334768	58.437843195611684	35.73494173162375	43.016792889211956	52.96545739282213	61.0	4.640288483161745	5.652049319479561	3.449327475748695	3.82923919237097	-3.2379918272037473	-5.061967213114754	-1.0930006187974295	-1.424945573770492	18.0	17.0	0.7012835472578763	2.0	2.0	603.0	309.032	517.0	195.418	81.21000000000001	0.8840963262542715	3.5667575772052142	3.4797842862172526	756.0	-5.844229411764705	-6.5170529411764715	0.6728235294117647	-5.914237288135594	-6.089830508474575	0.17559322033898297
GCA_000195895	Methanosarcina barkeri str. Fusaro	269797	Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina.	Archaea_Euryarchaeota_Methanomicrobia_Methanosarcinales_Methanosarcinaceae_Methanosarcina_barkeri_Fusaro_DSM_804	0.4219681957859552	0.4231374724818031	0.4741372310190824	3740.0	0.3153401563890568	0.7162788418921869	0.6875919914135835	4837408.0	1372475.0	3326163.0	60.0	53.414059423425364	55.19517161642352	59.42430664651269	50.414362081452595	49.545288490073624	57.382016530422135	56.0	2.1385997413716082	4.35373702955871	1.4333551236337512	1.9060178578242075	-4.151855614973253	-6.332142857142856	-1.409346326203219	-1.8394835714285713	16.0	16.0	0.7914438502673797	3.0	3.0	2080.0	873.04	2033.0	622.788	99.99	4.038367394950977	2.9867259138293396	3.1323437942772205	993.0	-6.991281433921883	-9.690724986623863	2.6994435527019798	-7.4781818181818185	-11.072727272727272	3.594545454545455
GCA_000008665	Archaeoglobus fulgidus DSM 4304	224325	Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae; Archaeoglobus.	Archaea_Euryarchaeota_Archaeoglobi_Archaeoglobales_Archaeoglobaceae_Archaeoglobus_fulgidus_DSM_8774	0.4938625204582651	0.4952759247469575	0.5128546635993058	2353.0	0.3962948280363169	0.9221116415717958	0.902027175908924	2178400.0	169672.0	1964976.0	45.0	49.152024387665215	49.470028537156296	57.379636285790625	46.12233668607751	46.85569873975616	54.28249493889267	60.0	1.0116050408845743	4.353805029414483	0.7310302087815372	1.7049279059562688	-3.266872078198069	-5.958166666666667	-1.6755163365915937	-2.5726586666666673	16.0	17.0	0.8176795580110497	1.0	1.0	1009.0	589.918	957.0	542.714	100.0	9.372635423334502	4.400415518668196	4.3285386336824185	2890.0	-9.32487234042553	-11.673748936170211	2.348876595744681	-9.716949152542371	-12.0	2.283050847457628
GCA_000195915	Thermoplasma acidophilum DSM 1728	273075	Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Thermoplasmataceae; Thermoplasma.	Archaea_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Thermoplasmataceae_Thermoplasma_acidophilum_DSM_1728	0.47251021187487313	0.4735898826454757	0.4763684798487583	1508.0	0.3697220260436918	0.8833457089435404	0.8718370304670057	1564906.0	182553.0	1364343.0	44.0	50.711300488673004	50.914669246192354	57.805761124735106	49.58587728906731	49.911802299835365	56.38999196680993	54.0	1.1352975024475969	4.681887271568568	1.0941040445699601	1.9326086880555586	-2.192581287325815	-5.598518518518518	-1.2860270471134692	-2.21092	16.0	16.0	0.8189655172413793	1.0	0.0	464.0	291.698	378.0	225.974	100.0	10.73801769546788	3.72426761888611	3.604645131862095	888.0	-8.478611295681063	-11.157196013289038	2.6785847176079733	-7.781132075471698	-10.926415094339625	3.1452830188679255
GCA_000008545	Thermotoga maritima MSB8	243274	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Thermotoga.	Bacteria_Thermotogae_Thermotogae_Thermotogales_Thermotogaceae_Thermotoga_maritima_MSB8	0.46391698703092765	0.4647159970457565	0.45895847671484286	1858.0	0.38443229901269393	0.956296067393086	0.9461344368458531	1860725.0	81321.0	1760496.0	45.0	50.421291905779505	50.6784718948088	57.46290591433279	47.345218962765784	46.93645209089733	55.288828904549014	53.0	3.3621945566726126	7.037763550689288	1.1070204014893175	2.7794739700698377	-6.7773681377825525	-9.649433962264151	-2.333208719052746	-2.9969735849056605	16.0	16.0	0.6663078579117331	1.0	1.0	1479.0	732.768	1483.0	647.762	100.0	5.456603913094719	3.2922772544694405	3.651597555749314	678.0	-9.975686813186813	-11.149862637362638	1.1741758241758242	-8.968	-10.540200000000002	1.5722
GCA_000007225	Pyrobaculum aerophilum str. IM2	178306	Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum.	Archaea_Crenarchaeota_Thermoprotei_Thermoproteales_Thermoproteaceae_Pyrobaculum_aerophilum_IM2	0.5189836764984302	0.5205931967290907	0.5057662452872034	2602.0	0.5127897641046124	0.8892010097055926	0.8888621913851055	2222430.0	246243.0	1975434.0	37.0	52.92878773892944	53.614112617935994	58.70408613360226	52.71991241852483	53.51882682067733	58.16734334045756	65.0	0.3669086696339021	0.8779950682408202	0.5285959708889987	1.2336076984395075	-1.8495578623606435	-2.6359999999999997	-1.3066616993464122	-1.2972178461538462	21.0	21.0	0.6214450422751729	1.0	1.0	638.0	461.6	583.0	400.658	49.78	-0.07840055850318585	4.354381228882059	4.362896328467957	2330.0	-10.37467118373854	-13.47525308888003	3.1005819051414907	-9.503076923076922	-12.544615384615385	3.0415384615384613
GCA_000009025	Dehalococcoides mccartyi CBDB1	255470	Bacteria; Chloroflexi; Dehalococcoidia; Dehalococcoidales; Dehalococcoidaceae; Dehalococcoides.	Bacteria_Chloroflexi_Dehalococcoidetes_Dehalococcoidales_Dehalococcoidaceae_Dehalococcoides_mccartyi_CBDB1	0.4787119831108101	0.48021305115661983	0.4885526979324256	1407.0	0.3885471385125795	0.9025956250868863	0.895077900282479	1395502.0	135928.0	1249083.0	46.0	52.15834393650108	51.41431390090452	57.93646574655575	49.799494225828575	47.948676302041974	56.58938332624702	49.0	2.1608095206445688	4.170646066792511	1.1193042764392362	2.1553299365399483	-4.857347083926034	-6.030612244897959	-1.657929786628735	-1.9119979591836735	17.0	16.0	0.822316986496091	1.0	1.0	985.0	390.612	975.0	293.766	99.88	3.239505658429337	2.6029748394139856	2.984853637883767	105.0	-7.908825622775802	-12.467259786476866	4.558434163701068	-8.032653061224488	-12.377551020408166	4.344897959183673
GCA_000008625	Aquifex aeolicus VF5	224324	Bacteria; Aquificae; Aquificales; Aquificaceae; Aquifex.	Bacteria_Aquificae_Aquificae_Aquificales_Aquificaceae_Aquifex_aeolicus_VF5	0.436273581132568	0.4373642497832233	0.4620487636770914	1497.0	0.4346747158759659	0.9411216790699624	0.9186835854280345	1551335.0	91340.0	1425186.0	43.0	48.104368807838256	48.261565678526466	56.88604034521132	45.173613616612684	44.838307077044796	54.40635547008236	55.0	2.127763890969055	4.65383236312735	1.4050736316605439	2.042978862621363	-3.6401804812834473	-8.664363636363634	-1.4113371925133684	-2.219216	16.0	16.0	0.8323313293253173	2.0	2.0	736.0	356.572	649.0	268.974	100.0	5.050536120409959	3.7798034807846204	3.8879295280562514	1014.0	-7.664551539491298	-9.517001338688086	1.8524497991967872	-9.560377358490566	-9.90566037735849	0.3452830188679246
GCA_000069025	Halobacterium salinarum R1	478009	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halobacterium.	Archaea_Euryarchaeota_Halobacteria_Halobacteriales_Halobacteriaceae_Halobacterium_sp._NRC_1	0.6876460959167651	0.6901825172624986	0.6644412652996344	2039.0	0.590109321714431	0.9044129773578908	0.8988056744705797	2000962.0	191266.0	1798476.0	44.0	35.318063534460514	48.55802130722263	59.46039289703724	35.068992339709794	46.13124264295299	58.01604882197233	57.0	1.46060951038609	1.865907346937326	0.6470516207717146	1.1842909845367093	-2.173933300637578	-4.502280701754386	-1.8263237959784249	-2.0945712280701754	15.0	15.0	0.8901422265816576	1.0	1.0	383.0	376.694	578.0	477.198	28.54	-0.5972922180534685	3.8279123506229804	3.56334003015492	733.0	-16.180756756756754	-20.632044226044222	4.451287469287469	-12.370909090909091	-19.8	7.42909090909091
GCA_000152265	Ferroplasma acidarmanus fer1	333146	Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Ferroplasmaceae; Ferroplasma.	Archaea_Euryarchaeota_Thermoplasmata_Thermoplasmatales_Ferroplasmaceae_Ferroplasma_acidarmanus_Fer1	0.3760934750676367	0.3770121780095419	0.40027876330461226	1871.0	0.2959117685099178	0.875373279709551	0.8675147051148427	1935211.0	241179.0	1678824.0	43.0	48.10398162424674	52.54447203331515	58.52694242804771	47.093688602313065	51.183304950987214	57.54333126203637	55.0	2.7441533876806323	5.614233296726059	3.156007034437679	3.282435356318446	-1.8657455905932725	-4.7031481481481485	-0.8627247354355925	-1.5285848148148147	16.0	17.0	0.9123463388562266	1.0	0.0	459.0	248.788	382.0	160.206	100.0	5.476938026437031	3.276140350313195	3.106177216429251	513.0	-5.841579229122056	-8.174346895074947	2.3327676659528906	-4.832075471698114	-9.209433962264152	4.377358490566038
GCA_000203835	Streptomyces coelicolor A3(2)	100226	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptomycineae; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group.	Bacteria_Actinobacteria_Actinobacteria_Actinobacteridae_Actinomycetales_Streptomycineae_Streptomycetaceae_Streptomyces_coelicolor_A32	0.724486040705506	0.726548184031134	0.6757361162877376	7765.0	0.6899229331085478	0.8955684719954654	0.8887880909701025	8667507.0	905161.0	7703577.0	63.0	31.427542208895662	46.894893529538386	58.67169810692742	29.928178660639507	40.23328776441334	52.01375110554458	62.0	2.02727288529437	2.902183317967798	1.6185706737829693	1.6095314230807642	-4.486292004634977	-5.5233870967741945	-2.3598486983391296	-2.210804516129032	17.0	15.0	0.6135222150676111	6.0	6.0	4629.0	2069.8	5065.0	2706.462	82.73	0.9471041069371797	3.015536039963162	3.8820117660849305	4678.0	-17.088883116883117	-22.887623376623377	5.79874025974026	-14.076271186440676	-20.11864406779661	6.0423728813559325
GCA_000012865	Carboxydothermus hydrogenoformans Z-2901	246194	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Carboxydothermus.	Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Carboxydothermus_hydrogenoformans_Z_2901_DSM_6008	0.42517931006187737	0.4264015335712797	0.45430991529646236	2406.0	0.34103616163659217	0.909122555714714	0.8931380958726141	2401520.0	218244.0	2144889.0	47.0	52.10970432873033	51.97257352743825	58.40909478178765	50.02896001248319	48.00658085939108	57.56437781829594	56.0	4.514379823784532	7.626662363175439	1.879615262518998	3.006516814965375	-7.327772236076443	-9.959454545454545	-2.124151895261848	-2.846107636363637	16.0	16.0	0.7381546134663342	4.0	4.0	1961.0	888.376	2118.0	735.826	100.0	4.567145023486067	2.948562716939124	3.4740166782454915	528.0	-7.9164125	-10.163316666666667	2.2469041666666665	-7.7846153846153845	-10.688461538461537	2.9038461538461533
GCA_000008025	Wolbachia endosymbiont of Drosophila melanogaster	163164	Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Anaplasmataceae; Wolbachieae; Wolbachia.	Bacteria_Proteobacteria_Alphaproteobacteria_Rickettsiales_Anaplasmataceae_Wolbachieae_Wolbachia_endosymbiont_of_Drosophila_melanogaster	0.354387831645549	0.35500907943738264	0.3504951382354259	1073.0	0.3503557139365247	0.8400852828009863	0.7739248545885649	1267782.0	202737.0	981168.0	33.0	47.281331584211486	56.983786426144974	60.3693924009779	41.79179671200893	51.01766406045979	58.85330522793948	52.0	3.060028196609024	5.689282367459254	2.742203576585348	4.494013887428741	-2.525945945945947	-4.24403846153846	-1.0125275862068939	-1.387414230769231	18.0	17.0	0.8546132339235788	1.0	1.0	356.0	168.576	289.0	104.078	100.0	4.869508882943199	2.5942785593222464	2.7002154901198456	203.0	-5.380942164179104	-7.700848880597016	2.3199067164179104	-4.67843137254902	-8.341176470588234	3.6627450980392156
GCA_000008885	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	36870	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Wigglesworthia.	Bacteria_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Wigglesworthia_glossinidia_endosymbiont_of_Glossina_brevipalpis	0.23607546000234103	0.23630817005986832	0.2617843901969281	625.0	0.07949564954552324	0.8960548870326949	0.8693595175169552	697724.0	72525.0	606573.0	33.0	32.6339928857759	51.237985408519044	59.394327514460784	33.11401517395255	48.6038547114306	58.87297786633474	52.0	7.232282475357461	8.007808289055436	7.492914936275436	7.569849351530467	-2.0660799999999933	-3.8678846153846163	-0.38471600000000045	-0.6061192307692308	17.0	17.0	0.88	2.0	2.0	241.0	28.354	137.0	11.49	59.06	0.2221653919699196	2.486077015817419	2.5263298526539875	212.0	-3.82801282051282	-5.271538461538462	1.443525641025641	-3.4156862745098038	-4.784313725490196	1.3686274509803922
GCA_000012325	Colwellia psychrerythraea 34H	167879	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Colwelliaceae; Colwellia.	Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Colwelliaceae_Colwellia_psychrerythraea_34H	0.3889006382948725	0.38986229705717285	0.4192690099425851	4393.0	0.3270224234157656	0.8462342597865696	0.8315952564403203	5373180.0	826211.0	4468311.0	87.0	47.13219373049793	52.56889723277042	59.31008340242813	37.67225605817484	39.43697470385812	51.67265215129415	53.0	2.8344690554290306	5.00006561762614	1.81220243349242	2.210785610821127	-3.4148508991577256	-5.542641509433963	-0.9875922922831877	-1.329877358490566	17.0	17.0	0.883223309811063	9.0	9.0	2380.0	660.606	1785.0	389.47	99.92999999999999	3.4005199008389506	1.2436222057443946	1.9655996106289484	221.0	-5.094322169059011	-9.174333561175667	4.0800113921166545	-7.109615384615385	-10.978846153846153	3.869230769230769
GCA_000011965	Ruegeria pomeroyi DSS-3	246200	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Ruegeria.	Bacteria_Proteobacteria_Alphaproteobacteria_Rhodobacterales_Rhodobacteraceae_Silicibacter_pomeroyi_DSS_3	0.6487137642117662	0.65082158555665	0.6221418421392585	3844.0	0.6432677508020167	0.9002527596845992	0.887506974799711	4109437.0	409905.0	3647154.0	51.0	37.61084406652981	45.51834337226782	56.26083213164864	32.83716858773003	39.31099828154697	51.55776984665971	55.0	1.702437449763549	4.2668121534093935	0.7308415610142432	1.8128958890689537	-4.881571688784789	-6.205272727272729	-2.182108540202974	-2.155693818181818	17.0	16.0	0.8972424557752341	3.0	3.0	2598.0	1141.174	2594.0	1202.076	100.0	5.4092995289540715	2.141803941513483	3.1987544199714764	714.0	-12.893346364347146	-20.009408391972897	7.11606202762575	-11.56037735849057	-17.624528301886794	6.064150943396227
GCA_000011245	Oceanobacillus iheyensis HTE831	221109	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus.	Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Oceanobacillus_iheyensis_HTE831	0.3610035476997231	0.3618907373214002	0.3952910276253459	3432.0	0.314783974365731	0.8540363825867753	0.8367220966206569	3630528.0	529925.0	3037743.0	68.0	45.830113294767976	54.86056087550868	60.25626606526334	40.66292593433863	42.699627570057004	54.464348862889075	56.0	5.33231349117411	7.609800047311321	2.3551252521644437	2.444283058912303	-6.964688228438216	-10.011607142857143	-1.819427045454549	-2.125141785714286	16.0	15.0	0.8237179487179487	7.0	7.0	3004.0	1135.644	3108.0	827.144	99.96000000000001	3.375827096180658	1.90219448775493	2.7982928948509973	439.0	-5.907175817757008	-7.842932242990654	1.9357564252336448	-6.4686792452830195	-8.69433962264151	2.2256603773584906
GCA_000007305	Pyrococcus furiosus DSM 3638	186497	Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Pyrococcus.	Archaea_Euryarchaeota_Thermococci_Thermococcales_Thermococcaceae_Pyrococcus_furiosus_DSM_3638	0.4105153637165095	0.41134024235698924	0.4418170271582801	1989.0	0.3545311531677552	0.9142463065752184	0.8874611163282076	1908256.0	163640.0	1693503.0	45.0	49.19683375861717	53.67132060229583	58.62817908399435	45.14675196770526	47.76031139806378	54.641884854598175	64.0	3.3255411269125936	7.5191720073443165	1.2382852524695156	2.959621545862193	-5.647275012569128	-8.545079365079367	-1.9058472398190087	-2.9120158730158727	16.0	16.0	0.8587229763700351	1.0	1.0	1127.0	626.484	1291.0	527.828	100.0	7.660476252527485	3.895844538490501	3.9651411456661787	1325.0	-8.419587109768377	-8.938091641490432	0.5185045317220544	-8.446031746031744	-9.133333333333333	0.6873015873015872
GCA_000008645	Methanothermobacter thermautotrophicus str. Delta H	187420	Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter.	Archaea_Euryarchaeota_Methanobacteria_Methanobacteriales_Methanobacteriaceae_Methanothermobacter_thermautotrophicus_Delta_H	0.506111853197859	0.5075755433560492	0.4913718187461204	1746.0	0.38451835382730615	0.8994448368341026	0.8540605477861134	1751377.0	176110.0	1495782.0	38.0	46.744401357502014	47.283541331017105	56.146164067838754	43.28737488258067	43.98286710762581	53.96439072680195	60.0	2.515443213572585	6.326718484794532	0.8548495327310944	2.4403351368651167	-4.898969072164949	-7.667288135593222	-1.7425103894616298	-1.840086440677966	17.0	16.0	0.7829324169530355	2.0	2.0	987.0	474.482	1039.0	397.016	100.0	7.758075469208302	3.9746607840377006	4.347852041994529	2126.0	-8.919157110091742	-12.617597477064221	3.698440366972477	-7.254385964912281	-11.445614035087718	4.1912280701754385
GCA_000007185	Methanopyrus kandleri AV19	190192	Archaea; Euryarchaeota; Methanopyri; Methanopyrales; Methanopyraceae; Methanopyrus.	Archaea_Euryarchaeota_Methanopyri_Methanopyrales_Methanopyraceae_Methanopyrus_kandleri_AV19	0.6119728632601877	0.6136671118559855	0.6089442355889725	1687.0	0.5894947696416648	0.8913956538438166	0.8899047711197078	1694969.0	184081.0	1508361.0	29.0	45.34455708524741	52.39962227082552	59.693943284214626	42.106196399665514	47.603047056373526	57.77977665600548	61.0	2.7012354938925314	6.781643346621942	1.0931218077531206	2.2902212628771723	-5.8499051570835725	-8.61098360655738	-2.6592223710729126	-3.4199272131147542	16.0	15.0	0.2987551867219917	1.0	1.0	773.0	523.176	1324.0	691.804	100.0	7.861747309013715	4.572446649066035	4.553075344057024	2071.0	-17.311586452762924	-16.61986928104575	-0.6917171717171717	-16.454237288135594	-15.589830508474575	-0.864406779661017
GCA_000011345	Thermosynechococcus elongatus BP-1	197221	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Thermosynechococcus.	Bacteria_Cyanobacteria_Chroococcales_Thermosynechococcus_elongatus_BP_1	0.5454128462018046	0.5468558979308499	0.5475472601100742	2476.0	0.482859085170438	0.8989042186982551	0.8984847661224192	2593857.0	262228.0	2330541.0	39.0	50.47760680122604	51.942545350169546	57.93040248071377	47.92528366188834	48.825764790861555	56.02363567345389	53.0	0.24872922929453267	2.477095799464694	0.026918133591961393	0.7924409673344432	-2.7612035541195574	-5.000943396226416	-1.4730045476575175	-1.4510399999999999	17.0	16.0	0.7439418416801292	1.0	1.0	1001.0	461.748	922.0	417.78	100.0	8.134831091249028	2.8085927912222926	3.4725078092328223	687.0	-10.457765089722676	-14.002622349102774	3.5448572593800978	-8.605882352941176	-13.582352941176472	4.976470588235294
GCA_000013665	Saccharophagus degradans 2-40	203122	Bacteria; Proteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Saccharophagus.	Bacteria_Proteobacteria_Gammaproteobacteria_Alteromonadales_Alteromonadaceae_Saccharophagus_degradans_2_40	0.46479591213008	0.46605769290992816	0.45985891837420223	4084.0	0.41412223815386306	0.8694772211974579	0.8572093774610576	5057531.0	660123.0	4335363.0	40.0	51.478139392960145	50.806795844396845	58.32771726081647	46.45338232938314	46.147645763358284	55.82274603329833	58.0	1.4863239895210067	4.16109732484955	0.6010321921318739	1.4488172408164623	-3.618876101860914	-5.647413793103447	-1.2598961263467294	-1.60296	17.0	16.0	0.8474534769833496	2.0	2.0	2042.0	758.756	1812.0	540.946	100.0	6.219920946216117	1.676130446944852	2.3300379036535657	237.0	-7.205737022526934	-11.745301175318314	4.539564152791382	-8.344827586206897	-12.23103448275862	3.886206896551724
